Link,Region URL
https://www.ihg.com/destinations/us/en/united-states/connecticut/norwalk-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/connecticut/norwich-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/connecticut/rocky-hill-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/connecticut/southington-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/connecticut/vernon-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/connecticut/windsor-locks-hotels,https://www.ihg.com/destinations/us/en/united-states/connecticut-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/dover-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/harrington-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/middletown-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/millsboro-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/newark-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/rehoboth-beach-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/delaware/wilmington-hotels,https://www.ihg.com/destinations/us/en/united-states/delaware-hotels
https://www.ihg.com/destinations/us/en/united-states/kentucky/ashland-hotels,https://www.ihg.com/destinations/us/en/united-states/kentucky-hotels
https://www.ihg.com/destinations/us/en/united-states/kentucky/bardstown-hotels,https://www.ihg.com/destinations/us/en/united-states/kentucky-hotels
https://www.ihg.com/destinations/us/en/united-states/kentucky/bellevue-hotels,https://www.ihg.com/destinations/us/en/united-states/kentucky-hotels
https://www.ihg.com/destinations/us/en/united-states/kentucky/berea-hotels,https://www.ihg.com/destinations/us/en/united-states/kentucky-hotels
https://www.ihg.com/destinations/us/en/united-states/kentucky/bowling-green-hotels,https://www.ihg.com/destinations/us/en/united-states/kentucky-hotels
